readiness pure_cfa seed 47: step=6000000 target=6000000
Evaluation started for seed 47 at Wed Jul  1 20:49:40 EDT 2026
Loaded compatible base policy parameters from outputs/rl/velocity_2d_heuristic_1k_fast/final_model.zip (8 exact tensors, 2 input-prefix tensors).
created compatible 0M checkpoint: outputs/rl/ginsburg_20260622/eval/seed_47/panel_6a_learned_centered_recovery_200r/source_checkpoints/compatible_zero_model.zip
learned_0m vs learned_2m: wr=0.015 (200 rallies)
learned_0m vs centered_2m: wr=0.020 (200 rallies)
learned_0m vs learned_4m: wr=0.030 (200 rallies)
learned_0m vs centered_4m: wr=0.015 (200 rallies)
learned_0m vs learned_6m: wr=0.035 (200 rallies)
learned_0m vs centered_6m: wr=0.025 (200 rallies)
centered_0m vs learned_2m: wr=0.015 (200 rallies)
centered_0m vs centered_2m: wr=0.015 (200 rallies)
centered_0m vs learned_4m: wr=0.010 (200 rallies)
centered_0m vs centered_4m: wr=0.005 (200 rallies)
centered_0m vs learned_6m: wr=0.030 (200 rallies)
centered_0m vs centered_6m: wr=0.035 (200 rallies)
learned_1m vs learned_2m: wr=0.440 (200 rallies)
learned_1m vs centered_2m: wr=0.885 (200 rallies)
learned_1m vs learned_4m: wr=0.255 (200 rallies)
learned_1m vs centered_4m: wr=0.960 (200 rallies)
learned_1m vs learned_6m: wr=0.305 (200 rallies)
learned_1m vs centered_6m: wr=0.945 (200 rallies)
centered_1m vs learned_2m: wr=0.025 (200 rallies)
centered_1m vs centered_2m: wr=0.455 (200 rallies)
centered_1m vs learned_4m: wr=0.010 (200 rallies)
centered_1m vs centered_4m: wr=0.495 (200 rallies)
centered_1m vs learned_6m: wr=0.000 (200 rallies)
centered_1m vs centered_6m: wr=0.200 (200 rallies)
learned_2m vs centered_2m: wr=0.920 (200 rallies)
learned_2m vs learned_4m: wr=0.200 (200 rallies)
learned_2m vs centered_4m: wr=0.950 (200 rallies)
learned_2m vs learned_6m: wr=0.555 (200 rallies)
learned_2m vs centered_6m: wr=0.980 (200 rallies)
centered_2m vs learned_2m: wr=0.030 (200 rallies)
centered_2m vs learned_4m: wr=0.025 (200 rallies)
centered_2m vs centered_4m: wr=0.250 (200 rallies)
centered_2m vs learned_6m: wr=0.045 (200 rallies)
centered_2m vs centered_6m: wr=0.040 (200 rallies)
learned_3m vs learned_2m: wr=0.770 (200 rallies)
learned_3m vs centered_2m: wr=0.840 (200 rallies)
learned_3m vs learned_4m: wr=0.135 (200 rallies)
learned_3m vs centered_4m: wr=0.975 (200 rallies)
learned_3m vs learned_6m: wr=0.215 (200 rallies)
learned_3m vs centered_6m: wr=0.985 (200 rallies)
centered_3m vs learned_2m: wr=0.030 (200 rallies)
centered_3m vs centered_2m: wr=0.515 (200 rallies)
centered_3m vs learned_4m: wr=0.025 (200 rallies)
centered_3m vs centered_4m: wr=0.680 (200 rallies)
centered_3m vs learned_6m: wr=0.000 (200 rallies)
centered_3m vs centered_6m: wr=0.310 (200 rallies)
learned_4m vs learned_2m: wr=0.805 (200 rallies)
learned_4m vs centered_2m: wr=0.985 (200 rallies)
learned_4m vs centered_4m: wr=0.925 (200 rallies)
learned_4m vs learned_6m: wr=0.275 (200 rallies)
learned_4m vs centered_6m: wr=0.920 (200 rallies)
centered_4m vs learned_2m: wr=0.020 (200 rallies)
centered_4m vs centered_2m: wr=0.455 (200 rallies)
centered_4m vs learned_4m: wr=0.075 (200 rallies)
centered_4m vs learned_6m: wr=0.000 (200 rallies)
