readiness pure_cfa seed 31: step=6002000 target=6000000
Evaluation started for seed 31 at Wed Jul  1 20:49:40 EDT 2026
Loaded compatible base policy parameters from outputs/rl/velocity_2d_heuristic_1k_fast/final_model.zip (8 exact tensors, 2 input-prefix tensors).
created compatible 0M checkpoint: outputs/rl/ginsburg_20260622/eval/seed_31/panel_6a_learned_centered_recovery_200r/source_checkpoints/compatible_zero_model.zip
learned_0m vs learned_2m: wr=0.025 (200 rallies)
learned_0m vs centered_2m: wr=0.025 (200 rallies)
learned_0m vs learned_4m: wr=0.025 (200 rallies)
learned_0m vs centered_4m: wr=0.015 (200 rallies)
learned_0m vs learned_6m: wr=0.040 (200 rallies)
learned_0m vs centered_6m: wr=0.010 (200 rallies)
centered_0m vs learned_2m: wr=0.020 (200 rallies)
centered_0m vs centered_2m: wr=0.020 (200 rallies)
centered_0m vs learned_4m: wr=0.025 (200 rallies)
centered_0m vs centered_4m: wr=0.045 (200 rallies)
centered_0m vs learned_6m: wr=0.005 (200 rallies)
centered_0m vs centered_6m: wr=0.030 (200 rallies)
learned_1m vs learned_2m: wr=0.335 (200 rallies)
learned_1m vs centered_2m: wr=0.590 (200 rallies)
learned_1m vs learned_4m: wr=0.350 (200 rallies)
learned_1m vs centered_4m: wr=0.420 (200 rallies)
learned_1m vs learned_6m: wr=0.315 (200 rallies)
learned_1m vs centered_6m: wr=0.495 (200 rallies)
centered_1m vs learned_2m: wr=0.280 (200 rallies)
centered_1m vs centered_2m: wr=0.415 (200 rallies)
centered_1m vs learned_4m: wr=0.200 (200 rallies)
centered_1m vs centered_4m: wr=0.655 (200 rallies)
centered_1m vs learned_6m: wr=0.110 (200 rallies)
centered_1m vs centered_6m: wr=0.345 (200 rallies)
learned_2m vs centered_2m: wr=0.750 (200 rallies)
learned_2m vs learned_4m: wr=0.355 (200 rallies)
learned_2m vs centered_4m: wr=0.810 (200 rallies)
learned_2m vs learned_6m: wr=0.465 (200 rallies)
learned_2m vs centered_6m: wr=0.785 (200 rallies)
centered_2m vs learned_2m: wr=0.275 (200 rallies)
centered_2m vs learned_4m: wr=0.305 (200 rallies)
centered_2m vs centered_4m: wr=0.865 (200 rallies)
centered_2m vs learned_6m: wr=0.340 (200 rallies)
centered_2m vs centered_6m: wr=0.435 (200 rallies)
learned_3m vs learned_2m: wr=0.595 (200 rallies)
learned_3m vs centered_2m: wr=0.490 (200 rallies)
learned_3m vs learned_4m: wr=0.665 (200 rallies)
learned_3m vs centered_4m: wr=0.765 (200 rallies)
learned_3m vs learned_6m: wr=0.765 (200 rallies)
learned_3m vs centered_6m: wr=0.980 (200 rallies)
centered_3m vs learned_2m: wr=0.235 (200 rallies)
centered_3m vs centered_2m: wr=0.395 (200 rallies)
centered_3m vs learned_4m: wr=0.160 (200 rallies)
centered_3m vs centered_4m: wr=0.565 (200 rallies)
centered_3m vs learned_6m: wr=0.290 (200 rallies)
centered_3m vs centered_6m: wr=0.435 (200 rallies)
learned_4m vs learned_2m: wr=0.635 (200 rallies)
learned_4m vs centered_2m: wr=0.730 (200 rallies)
learned_4m vs centered_4m: wr=0.945 (200 rallies)
learned_4m vs learned_6m: wr=0.690 (200 rallies)
learned_4m vs centered_6m: wr=0.950 (200 rallies)
centered_4m vs learned_2m: wr=0.295 (200 rallies)
centered_4m vs centered_2m: wr=0.145 (200 rallies)
centered_4m vs learned_4m: wr=0.110 (200 rallies)
